id,created_at,user_id,product_id,quantity,unit_price
1556,2019-07-10T12:50:40.872Z,223,75,5,83.880000
1555,2019-05-26T05:50:21.990Z,223,187,5,65.980000
1393,2019-09-11T15:25:07.528Z,197,102,5,31.360000
1295,2019-07-31T04:22:41.694Z,170,77,5,67.340000
848,2018-08-02T10:08:11.194Z,113,65,5,45.490000
713,2018-09-03T14:06:27.763Z,87,99,5,45.220000
708,2019-09-10T20:48:05.524Z,87,102,5,31.360000
707,2019-10-07T13:37:50.799Z,87,130,5,50.020000
706,2019-07-21T13:39:54.596Z,87,17,5,53.290000
702,2017-09-07T22:58:01.080Z,87,183,5,37.800000
691,2018-06-02T00:40:58.931Z,87,98,5,74.950000
656,2018-08-29T05:26:33.132Z,83,65,5,45.490000
124,2017-06-13T12:29:10.438Z,18,26,5,45.420000
113,2019-09-01T22:01:35.536Z,17,182,5,56.330000
103,2019-09-15T18:30:40.798Z,17,172,5,81.580000
2136,2019-09-18T03:14:42.994Z,301,172,5,81.580000
2124,2018-06-26T16:07:31.900Z,300,57,5,81.610000
2116,2019-05-24T16:57:55.299Z,297,128,5,50.050000
2114,2018-09-26T18:04:49.920Z,297,65,5,45.490000
2097,2018-07-07T18:15:06.359Z,295,71,5,55.200000
2090,2018-10-27T18:23:03.156Z,295,168,5,79.290000
2087,2019-10-03T15:05:23.814Z,293,115,5,51.940000
2084,2017-05-30T09:40:00.087Z,293,178,5,78.220000
2078,2019-09-06T20:14:20.359Z,289,29,5,82.380000
2074,2019-07-05T05:40:21.354Z,289,56,5,24.250000
2077,2019-06-18T11:50:10.458Z,289,8,5,65.890000
2067,2017-06-17T09:24:21.841Z,287,179,5,45.550000
2068,2017-07-10T15:38:30.018Z,287,113,5,73.650000
2056,2017-10-10T02:37:40.220Z,286,100,5,45.220000
2053,2017-09-28T07:02:19.513Z,285,136,5,70.140000
2054,2019-07-30T16:20:06.123Z,285,50,5,35.760000
2024,2018-06-03T22:40:09.721Z,279,81,5,29.290000
2019,2019-06-08T15:19:21.943Z,279,75,5,83.880000
2011,2018-08-14T23:55:54.927Z,278,189,5,62.180000
2004,2017-07-03T06:59:56.564Z,277,17,5,53.290000
1979,2018-10-15T21:24:18.743Z,275,161,5,31.730000
1967,2019-05-27T11:58:12.314Z,275,139,5,51.190000
1948,2019-07-13T16:22:06.843Z,272,6,5,64.960000
1947,2017-08-04T03:02:28.332Z,271,134,5,28.330000
1944,2017-09-25T11:46:18.087Z,271,15,5,25.100000
1942,2019-09-23T23:13:40.821Z,271,93,5,33.210000
1939,2017-06-23T14:37:47.614Z,271,13,5,75.090000
1921,2017-05-30T14:20:52.487Z,270,144,5,40.800000
1917,2017-08-20T14:36:44.508Z,270,79,5,27.740000
1913,2017-10-10T08:27:21.445Z,269,74,5,34.090000
1904,2018-09-25T17:06:34.237Z,269,145,5,40.800000
1901,2018-09-09T13:35:05.430Z,269,35,5,47.690000
1888,2017-09-09T12:17:03.255Z,268,137,5,45.180000
1887,2018-05-05T10:15:02.175Z,266,60,5,19.870000
1884,2018-06-19T15:19:58.292Z,266,53,5,29.520000
1851,2016-09-02T11:28:00.665Z,261,192,5,46.120000
1849,2018-06-17T09:11:02.881Z,261,145,5,40.800000
1844,2017-09-04T21:11:08.860Z,261,59,5,59.470000
1820,2018-10-06T12:08:44.493Z,259,199,5,76.950000
1819,2018-05-12T07:59:12.618Z,258,58,5,52.100000
1811,2019-06-21T04:00:29.236Z,256,133,5,45.650000
1796,2017-10-22T02:08:47.578Z,253,178,5,78.220000
1775,2017-08-31T12:09:40.453Z,248,60,5,19.870000
1765,2019-09-18T22:40:34.444Z,246,151,5,61.080000
1757,2019-08-17T16:54:47.922Z,246,134,5,28.330000
1752,2019-07-23T05:02:01.475Z,245,127,5,89.650000
1736,2019-10-01T20:25:59.055Z,244,188,5,22.580000
1721,2019-06-03T15:26:41.495Z,242,75,5,83.880000
1717,2018-06-17T18:14:16.632Z,240,151,5,61.080000
1710,2017-10-12T00:29:14.253Z,240,162,5,22.380000
1706,2019-10-18T09:24:05.112Z,240,169,5,39.690000
1701,2019-09-07T10:29:36.971Z,236,128,5,50.050000
1700,2018-05-06T14:35:40.467Z,236,40,5,66.440000
1699,2019-05-12T14:22:20.300Z,236,183,5,37.800000
1680,2016-07-19T14:08:49.873Z,235,51,5,50.430000
1673,2018-09-17T22:42:22.949Z,235,53,5,29.520000
1650,2019-09-30T03:03:31.143Z,233,45,5,78.700000
1643,2019-09-18T23:01:12.999Z,233,188,5,22.580000
1623,2019-06-20T22:45:27.932Z,229,123,5,73.950000
1610,2018-08-04T03:19:36.090Z,228,106,5,35.150000
1603,2018-09-16T15:17:43.486Z,226,67,5,27.500000
1600,2019-07-30T21:47:52.903Z,226,176,5,38.620000
1544,2019-07-27T09:10:03.217Z,222,20,5,24.880000
1529,2018-07-02T09:49:37.172Z,218,150,5,85.700000
1528,2019-06-28T16:57:03.718Z,218,4,5,73.990000
1525,2019-07-21T19:45:17.750Z,218,137,5,45.180000
1524,2018-07-16T11:02:24.528Z,218,175,5,78.220000
1523,2018-09-01T06:32:23.048Z,218,181,5,95.930000
1518,2019-09-19T17:29:21.865Z,217,188,5,22.580000
1472,2017-05-12T15:39:49.729Z,210,110,5,37.020000
1410,2017-10-19T17:51:49.749Z,199,130,5,50.020000
1375,2019-10-23T13:12:49.336Z,183,8,5,65.890000
1368,2019-06-05T12:47:55.158Z,183,36,5,87.290000
1359,2017-09-06T00:11:40.562Z,179,34,5,49.540000
1341,2019-07-06T12:49:48.044Z,177,10,5,31.790000
1332,2018-07-11T22:40:42.638Z,176,47,5,56.050000
1281,2018-08-10T10:46:55.981Z,169,199,5,76.950000
1266,2018-07-16T04:26:52.981Z,161,60,5,19.870000
1256,2019-06-23T09:04:31.718Z,159,49,5,87.620000
1229,2018-05-29T20:20:30.620Z,156,101,5,93.220000
1227,2018-09-22T03:04:32.788Z,156,106,5,35.150000
1225,2019-05-08T12:27:55.906Z,155,18,5,54.600000
1215,2019-05-31T03:33:52.849Z,155,2,5,70.080000
1211,2018-09-18T21:56:25.693Z,155,127,5,89.650000
1201,2018-10-22T18:58:59.380Z,155,47,5,56.050000
1196,2016-08-01T02:36:07.530Z,155,140,5,44.540000
1169,2016-09-16T11:13:48.000Z,154,161,5,31.730000
1153,2018-09-08T19:54:31.608Z,153,9,5,58.310000
1152,2019-06-24T10:30:44.732Z,153,40,5,66.440000
1151,2018-09-11T05:13:50.355Z,153,80,5,36.610000
1139,2017-06-01T19:42:27.921Z,152,167,5,65.140000
1137,2019-09-22T01:37:34.955Z,152,83,5,54.580000
1133,2019-05-01T00:55:43.921Z,151,104,5,70.960000
1125,2019-07-02T21:43:37.023Z,151,19,5,42.670000
1122,2017-08-30T20:56:18.689Z,151,90,5,82.080000
1121,2019-09-30T06:42:36.717Z,151,91,5,43.400000
1110,2018-09-17T21:17:51.004Z,151,78,5,27.740000
1100,2017-06-24T21:22:07.766Z,150,34,5,49.540000
1095,2019-05-10T22:38:54.628Z,150,69,5,48.930000
1091,2017-07-14T00:25:12.945Z,150,89,5,42.480000
1088,2018-09-19T09:11:30.137Z,150,124,5,73.950000
1084,2019-07-23T17:49:09.322Z,150,58,5,52.100000
1082,2019-09-23T09:04:21.513Z,149,66,5,90.770000
1059,2017-08-23T22:10:03.079Z,148,110,5,37.020000
1054,2019-09-17T22:16:59.264Z,148,24,5,74.870000
1047,2018-07-10T10:30:31.895Z,147,128,5,50.050000
1043,2018-08-10T22:36:10.537Z,147,34,5,49.540000
1042,2018-07-28T10:46:14.415Z,145,163,5,22.380000
1039,2017-07-31T01:51:14.506Z,145,43,5,50.900000
1014,2018-10-01T08:06:16.942Z,141,86,5,61.540000
1006,2018-09-25T23:53:13.376Z,140,74,5,34.090000
1004,2017-09-17T18:51:22.524Z,140,136,5,70.140000
994,2018-10-23T06:18:32.826Z,138,56,5,24.250000
992,2019-10-20T09:41:12.456Z,138,32,5,71.430000
989,2018-09-20T16:19:46.928Z,138,164,5,61.980000
987,2019-07-18T18:35:16.822Z,138,61,5,15.690000
975,2019-06-19T19:07:16.523Z,138,85,5,36.600000
961,2019-05-30T11:29:29.503Z,134,170,5,70.050000
956,2018-08-25T10:38:30.680Z,134,197,5,46.760000
940,2019-10-01T14:24:31.441Z,129,36,5,87.290000
933,2018-07-07T08:10:43.844Z,129,117,5,36.680000
897,2018-10-01T02:42:50.679Z,122,78,5,27.740000
890,2017-07-17T16:17:38.633Z,119,108,5,33.400000
882,2019-07-28T02:58:28.258Z,117,102,5,31.360000
880,2018-10-29T14:04:25.757Z,117,146,5,84.030000
868,2018-06-24T15:02:36.828Z,117,100,5,45.220000
860,2018-09-13T17:37:26.617Z,115,42,5,25.340000
830,2018-07-30T20:37:30.695Z,112,146,5,84.030000
821,2017-10-01T08:40:04.827Z,111,129,5,98.780000
817,2019-09-18T07:50:42.315Z,111,189,5,62.180000
816,2019-06-26T19:44:24.364Z,111,4,5,73.990000
814,2016-09-26T14:05:57.245Z,111,128,5,50.050000
813,2018-06-16T17:31:59.266Z,111,107,5,33.400000
812,2019-09-12T18:54:47.444Z,111,17,5,53.290000
805,2019-05-18T19:02:36.002Z,108,10,5,31.790000
804,2019-10-11T02:47:44.847Z,108,33,5,31.830000
802,2017-09-25T20:37:53.012Z,108,151,5,61.080000
796,2017-07-26T14:47:07.589Z,108,200,5,48.800000
788,2017-09-08T18:39:58.221Z,105,38,5,44.050000
779,2018-09-19T11:51:09.037Z,101,103,5,31.360000
764,2016-06-17T13:55:20.973Z,99,105,5,35.150000
757,2017-09-28T13:25:57.128Z,97,165,5,25.540000
725,2018-09-11T01:16:33.895Z,91,62,5,89.010000
723,2018-05-13T09:31:00.355Z,91,8,5,65.890000
722,2018-05-03T04:17:13.577Z,91,72,5,94.800000
668,2018-10-20T19:35:32.948Z,85,57,5,81.610000
661,2019-09-30T00:19:47.131Z,85,113,5,73.650000
659,2017-07-16T13:38:17.618Z,84,79,5,27.740000
651,2019-10-03T08:49:03.796Z,80,145,5,40.800000
642,2019-10-20T11:57:52.657Z,80,143,5,40.800000
612,2019-09-11T05:58:00.257Z,74,19,5,42.670000
611,2019-09-12T16:07:24.594Z,74,31,5,70.440000
594,2018-05-28T00:22:28.333Z,73,119,5,28.960000
590,2019-05-07T08:45:47.240Z,73,165,5,25.540000
585,2019-10-06T05:46:26.788Z,73,108,5,33.400000
578,2017-09-28T09:12:23.660Z,72,20,5,24.880000
570,2016-07-18T01:10:43.714Z,70,158,5,93.260000
547,2018-09-07T17:56:21.957Z,69,116,5,76.280000
542,2017-10-13T08:12:40.437Z,69,30,5,42.780000
540,2019-10-04T13:22:03.453Z,68,48,5,82.140000
537,2016-09-24T20:04:25.846Z,68,51,5,50.430000
535,2018-09-20T09:29:52.775Z,68,194,5,33.590000
519,2019-07-01T00:10:10.156Z,68,77,5,67.340000
497,2019-07-17T23:01:18.153Z,65,70,5,38.330000
492,2019-06-07T07:36:02.957Z,65,20,5,24.880000
479,2017-07-25T12:09:25.243Z,65,55,5,63.850000
457,2018-05-22T04:30:44.305Z,63,178,5,78.220000
455,2017-09-20T07:26:12.723Z,63,49,5,87.620000
435,2019-05-16T01:29:13.430Z,60,140,5,44.540000
427,2018-10-16T02:39:22.089Z,59,179,5,45.550000
425,2018-06-19T18:12:06.145Z,58,139,5,51.190000
404,2018-09-17T06:08:23.148Z,57,66,5,90.770000
402,2019-05-15T10:11:28.986Z,57,159,5,23.690000
398,2018-05-13T04:26:35.023Z,57,197,5,46.760000
396,2019-09-08T03:58:52.357Z,57,32,5,71.430000
395,2019-09-19T00:49:00.466Z,57,199,5,76.950000
390,2018-09-11T01:52:10.308Z,56,128,5,50.050000
388,2017-10-14T21:21:00.015Z,56,33,5,31.830000
360,2018-07-11T14:54:35.341Z,52,196,5,46.760000
354,2017-05-12T16:54:30.447Z,50,161,5,31.730000
345,2018-10-23T20:00:39.712Z,49,37,5,53.410000
327,2016-10-14T01:00:14.110Z,48,105,5,35.150000
315,2017-08-16T19:22:10.116Z,48,180,5,45.550000
313,2019-08-27T07:54:06.028Z,48,66,5,90.770000
312,2019-09-20T21:10:57.257Z,48,48,5,82.140000
311,2017-06-22T17:55:26.871Z,48,73,5,47.750000
302,2019-05-04T21:46:37.826Z,47,14,5,25.100000
287,2019-07-03T23:15:29.897Z,44,174,5,74.410000
285,2018-05-13T13:08:31.727Z,44,118,5,38.420000
266,2019-07-17T17:51:09.590Z,42,22,5,21.420000
254,2019-08-16T11:44:56.790Z,40,129,5,98.780000
233,2018-08-02T06:00:12.491Z,39,182,5,56.330000
216,2017-10-12T03:02:41.080Z,37,86,5,61.540000
200,2018-06-30T04:17:27.188Z,35,75,5,83.880000
187,2019-07-18T00:58:53.862Z,34,17,5,53.290000
178,2019-05-27T05:53:31.905Z,30,37,5,53.410000
169,2019-08-13T20:36:50.982Z,24,73,5,47.750000
166,2019-07-19T13:10:13.348Z,24,151,5,61.080000
141,2019-06-21T15:05:41.233Z,22,132,5,85.250000
78,2018-05-02T15:42:21.755Z,15,165,5,25.540000
72,2017-07-18T10:51:55.733Z,12,13,5,75.090000
68,2019-05-28T14:47:23.973Z,12,25,5,45.750000
65,2018-09-14T23:33:17.679Z,10,53,5,29.520000
55,2017-08-16T09:51:35.096Z,10,149,5,46.100000
48,2019-05-16T20:17:06.720Z,8,140,5,44.540000
45,2017-09-25T00:11:10.923Z,8,141,5,84.140000
38,2018-07-25T23:27:34.530Z,7,39,5,76.390000
35,2017-10-10T01:37:18.769Z,7,21,5,40.380000
26,2018-06-20T02:18:00.254Z,5,40,5,66.440000
23,2019-06-02T11:33:15.096Z,4,85,5,36.600000
21,2018-05-02T03:57:22.388Z,3,94,5,72.810000
15,2018-06-26T02:24:38.715Z,3,116,5,76.280000
7,2018-09-11T11:22:26.521Z,1,55,5,63.850000
5,2018-10-10T03:34:47.309Z,1,132,5,85.250000
2037,2017-08-29T19:31:42.087Z,282,77,4,67.340000
1922,2019-04-28T03:04:47.207Z,271,171,4,70.050000
1733,2018-11-22T23:57:34.554Z,244,158,4,93.260000
1696,2018-11-01T11:52:15.642Z,236,86,4,61.540000
1533,2019-09-08T19:58:05.000Z,218,188,4,22.580000
1444,2019-09-27T04:13:46.772Z,205,164,4,61.980000
1394,2018-10-17T17:51:08.670Z,197,4,4,73.990000
1362,2018-11-24T01:06:31.384Z,181,170,4,70.050000
1349,2018-11-15T07:16:35.961Z,179,17,4,53.290000
1294,2019-09-24T20:05:19.455Z,170,71,4,55.200000
1277,2019-09-02T12:31:41.842Z,169,20,4,24.880000
1274,2017-07-30T09:00:25.978Z,164,132,4,85.250000
1080,2018-04-20T03:20:41.317Z,149,92,4,83.260000
922,2018-10-06T19:24:53.400Z,128,107,4,33.400000
883,2017-11-05T11:48:40.566Z,118,181,4,95.930000
747,2016-07-11T08:10:08.128Z,95,125,4,53.600000
740,2017-10-04T22:06:06.478Z,95,36,4,87.290000
188,2019-04-26T00:15:50.792Z,34,86,4,61.540000
133,2016-10-25T11:08:11.678Z,20,36,4,87.290000
126,2019-07-25T00:26:35.948Z,19,149,4,46.100000
81,2019-10-29T03:41:26.912Z,15,157,4,93.260000
54,2018-10-26T20:41:23.428Z,10,68,4,76.830000
33,2019-06-18T11:17:03.676Z,7,172,4,81.580000
28,2018-05-23T18:15:24.432Z,6,49,4,87.620000
20,2018-04-21T04:18:01.863Z,3,160,4,31.730000
2134,2018-05-27T02:27:26.928Z,300,105,4,35.150000
2132,2019-10-14T07:07:03.500Z,300,94,4,72.810000
2128,2018-07-05T02:41:52.841Z,300,100,4,45.220000
2123,2017-05-12T08:43:53.239Z,300,156,4,20.410000
2109,2017-05-09T11:53:42.482Z,296,32,4,71.430000
2093,2018-05-30T04:01:10.314Z,295,11,4,88.300000
2089,2017-06-24T01:50:27.529Z,295,120,4,55.670000
2063,2018-10-09T05:21:08.114Z,287,149,4,46.100000
2062,2019-06-22T11:23:54.631Z,287,176,4,38.620000
2061,2018-05-16T01:58:27.676Z,287,185,4,26.380000
2050,2019-05-04T20:25:58.529Z,285,183,4,37.800000
2049,2018-05-01T18:36:50.375Z,285,74,4,34.090000
2048,2017-07-20T14:26:02.182Z,285,162,4,22.380000
2041,2018-07-20T23:42:10.589Z,285,8,4,65.890000
2016,2019-05-20T17:52:53.125Z,278,9,4,58.310000
2022,2018-09-20T09:36:08.116Z,279,132,4,85.250000
1992,2018-05-08T16:27:46.180Z,276,175,4,78.220000
1994,2018-06-10T10:57:53.151Z,276,149,4,46.100000
1988,2019-08-29T18:12:24.278Z,276,27,4,85.020000
1980,2018-09-09T01:50:40.850Z,275,89,4,42.480000
1978,2016-09-09T20:30:18.806Z,275,138,4,75.970000
1938,2019-09-29T21:37:00.628Z,271,123,4,73.950000
1928,2019-09-01T15:08:38.899Z,271,139,4,51.190000
1916,2019-10-17T13:31:13.892Z,270,158,4,93.260000
1903,2019-05-29T19:36:29.451Z,269,141,4,84.140000
1902,2018-07-26T14:56:03.624Z,269,59,4,59.470000
1900,2019-05-21T18:19:46.650Z,269,92,4,83.260000
1886,2018-11-29T22:13:06.591Z,266,178,4,78.220000
1852,2017-10-01T04:37:41.158Z,261,50,4,35.760000
1845,2017-10-23T09:37:05.802Z,261,116,4,76.280000
1809,2019-07-12T22:11:11.839Z,256,150,4,85.700000
1802,2017-05-20T03:27:08.573Z,253,46,4,78.700000
1800,2018-10-05T12:35:01.545Z,253,128,4,50.050000
1792,2017-09-20T07:13:34.259Z,253,169,4,39.690000
1790,2018-09-08T19:12:16.249Z,253,15,4,25.100000
1781,2018-11-06T00:13:11.125Z,250,25,4,45.750000
1767,2019-07-20T00:05:22.656Z,246,98,4,74.950000
1751,2017-06-02T05:54:50.799Z,245,15,4,25.100000
1740,2019-10-13T13:53:48.556Z,245,140,4,44.540000
1726,2017-11-05T12:44:47.310Z,243,106,4,35.150000
1707,2019-06-06T09:41:52.773Z,240,4,4,73.990000
1625,2018-09-19T01:44:00.177Z,232,124,4,73.950000
1622,2018-09-03T05:18:36.419Z,229,80,4,36.610000
1607,2019-10-22T22:06:46.631Z,226,71,4,55.200000
1598,2019-10-05T02:41:31.333Z,226,39,4,76.390000
1589,2019-10-06T15:23:03.569Z,226,194,4,33.590000
1590,2017-10-17T21:38:23.062Z,226,100,4,45.220000
1582,2018-09-15T04:09:32.851Z,225,10,4,31.790000
1538,2017-07-24T04:21:21.450Z,221,112,4,27.550000
1536,2016-09-23T06:32:40.772Z,221,44,4,50.900000
1535,2018-09-06T20:12:37.829Z,218,61,4,15.690000
1501,2019-06-26T09:36:26.566Z,215,59,4,59.470000
1497,2019-06-24T15:29:58.266Z,215,157,4,93.260000
1491,2019-04-03T03:08:27.573Z,213,32,4,71.430000
1485,2018-05-16T10:02:45.073Z,213,179,4,45.550000
1474,2017-07-14T05:39:11.076Z,211,61,4,15.690000
1454,2018-04-20T15:26:24.359Z,208,189,4,62.180000
1448,2019-11-16T22:26:38.662Z,205,29,4,82.380000
1447,2019-04-24T23:33:43.572Z,205,113,4,73.650000
1445,2018-07-14T09:56:26.779Z,205,48,4,82.140000
1438,2018-10-04T19:55:06.634Z,204,32,4,71.430000
1433,2018-08-09T10:08:22.130Z,203,142,4,46.900000
1418,2018-10-26T00:44:50.893Z,200,164,4,61.980000
1412,2019-04-23T14:13:31.541Z,199,57,4,81.610000
1411,2017-11-27T12:15:05.731Z,199,147,4,44.430000
1391,2019-07-25T03:36:08.306Z,194,175,4,78.220000
1381,2019-05-16T09:03:31.216Z,184,13,4,75.090000
1377,2018-10-23T15:15:26.243Z,184,86,4,61.540000
1369,2018-07-30T10:34:40.331Z,183,170,4,70.050000
1366,2018-04-09T04:32:00.802Z,183,126,4,83.500000
1364,2018-05-16T05:10:14.819Z,181,160,4,31.730000
1355,2018-10-11T17:54:33.142Z,179,8,4,65.890000
1350,2017-11-23T08:23:47.528Z,179,176,4,38.620000
1344,2018-11-11T04:21:51.115Z,177,87,4,78.170000
1337,2018-04-29T20:34:02.095Z,177,186,4,65.980000
1328,2019-11-04T05:35:03.569Z,174,49,4,87.620000
1317,2019-04-04T22:55:54.718Z,173,167,4,65.140000
1307,2017-09-27T04:18:12.467Z,172,54,4,41.400000
1306,2018-05-27T09:54:35.152Z,172,85,4,36.600000
1303,2018-07-28T20:47:07.681Z,172,161,4,31.730000
1302,2017-09-26T20:15:42.610Z,172,49,4,87.620000
1283,2018-10-31T19:26:42.240Z,169,58,4,52.100000
1270,2019-04-24T22:22:23.608Z,161,116,4,76.280000
1232,2019-05-03T05:22:42.914Z,158,134,4,28.330000
1230,2018-05-06T04:56:41.072Z,156,57,4,81.610000
1216,2018-11-07T05:18:57.189Z,155,78,4,27.740000
1207,2018-11-09T09:36:41.899Z,155,164,4,61.980000
1195,2016-06-01T18:12:52.802Z,155,170,4,70.050000
1182,2017-05-04T10:40:10.487Z,154,84,4,54.580000
1179,2019-08-18T19:46:01.984Z,154,156,4,20.410000
1177,2017-08-12T18:41:15.697Z,154,121,4,26.960000
1176,2019-08-08T22:35:48.084Z,154,181,4,95.930000
1173,2018-10-23T13:07:10.414Z,154,27,4,85.020000
1172,2018-07-30T10:05:32.321Z,154,10,4,31.790000
1150,2019-11-19T18:46:07.327Z,153,115,4,51.940000
1149,2019-11-07T23:35:21.595Z,153,145,4,40.800000
1140,2017-07-07T02:59:30.289Z,153,151,4,61.080000
1128,2019-11-15T15:46:11.364Z,151,75,4,83.880000
1116,2017-04-03T20:22:06.516Z,151,30,4,42.780000
1111,2017-11-19T13:43:05.560Z,151,122,4,66.560000
1108,2018-11-08T09:50:44.037Z,151,2,4,70.080000
1083,2019-04-21T19:59:09.606Z,150,150,4,85.700000
1068,2019-07-26T06:13:08.255Z,149,172,4,81.580000
1064,2018-07-18T20:22:17.601Z,149,14,4,25.100000
1062,2019-10-10T05:41:51.312Z,148,181,4,95.930000
1052,2020-04-03T22:04:49.551Z,148,26,4,45.420000
1018,2018-07-27T05:50:37.351Z,141,109,4,79.370000
1015,2017-09-13T15:48:16.161Z,141,131,4,75.410000
1011,2019-09-07T22:41:46.560Z,141,92,4,83.260000
1000,2018-07-09T11:44:30.243Z,139,112,4,27.550000
996,2019-05-31T07:08:16.280Z,138,103,4,31.360000
993,2018-07-23T04:09:45.438Z,138,6,4,64.960000
974,2018-05-17T13:37:18.103Z,138,74,4,34.090000
941,2017-04-05T10:21:16.331Z,129,176,4,38.620000
912,2019-04-04T12:31:08.366Z,124,97,4,74.950000
905,2017-08-31T13:22:05.022Z,124,73,4,47.750000
904,2019-05-31T04:51:30.731Z,124,176,4,38.620000
895,2018-08-30T20:34:25.491Z,122,7,4,98.820000
889,2016-09-21T19:36:45.600Z,118,13,4,75.090000
888,2017-07-24T09:47:57.995Z,118,170,4,70.050000
887,2018-05-10T15:09:20.590Z,118,150,4,85.700000
881,2017-09-21T20:45:45.346Z,117,83,4,54.580000
877,2019-04-16T00:27:00.212Z,117,133,4,45.650000
864,2017-07-21T05:20:17.696Z,115,41,4,42.340000
863,2019-07-12T05:02:31.075Z,115,42,4,25.340000
836,2017-07-21T04:30:27.178Z,112,185,4,26.380000
806,2019-04-29T09:44:13.083Z,108,92,4,83.260000
785,2020-04-01T21:19:15.590Z,101,162,4,22.380000
784,2019-04-04T17:00:42.223Z,101,20,4,24.880000
772,2019-10-22T23:16:35.907Z,100,11,4,88.300000
761,2018-07-03T05:17:37.421Z,98,1,4,29.460000
754,2017-05-25T05:29:58.947Z,95,18,4,54.600000
738,2017-09-28T19:08:59.173Z,95,176,4,38.620000
732,2019-06-10T09:19:03.502Z,92,200,4,48.800000
731,2016-07-27T11:27:39.228Z,92,36,4,87.290000
719,2020-04-15T02:21:17.895Z,91,28,4,45.420000
717,2019-06-03T12:36:05.927Z,91,116,4,76.280000
671,2019-11-16T05:17:50.938Z,85,115,4,51.940000
665,2019-05-21T02:16:03.287Z,85,62,4,89.010000
662,2017-04-27T08:21:05.142Z,85,30,4,42.780000
658,2018-11-19T08:37:38.067Z,84,17,4,53.290000
653,2018-10-07T10:27:57.530Z,81,40,4,66.440000
652,2018-05-19T21:27:25.627Z,80,67,4,27.500000
648,2019-10-15T06:31:14.337Z,80,76,4,42.550000
645,2019-10-22T16:46:58.602Z,80,93,4,33.210000
624,2017-05-11T21:58:23.083Z,74,30,4,42.780000
622,2018-07-03T01:28:09.369Z,74,176,4,38.620000
616,2018-09-05T17:05:43.092Z,74,115,4,51.940000
614,2017-04-03T17:05:22.663Z,74,185,4,26.380000
586,2018-07-07T02:30:48.437Z,73,70,4,38.330000
584,2018-09-07T16:49:02.055Z,73,136,4,70.140000
562,2017-07-04T04:57:34.585Z,70,61,4,15.690000
513,2018-05-02T22:31:50.488Z,66,179,4,45.550000
508,2016-08-21T02:43:50.773Z,66,36,4,87.290000
495,2019-07-29T21:06:13.536Z,65,6,4,64.960000
480,2018-05-21T05:30:00.660Z,65,129,4,98.780000
468,2019-08-23T00:57:43.983Z,64,80,4,36.610000
436,2018-11-14T21:00:27.503Z,60,67,4,27.500000
432,2019-09-07T09:16:15.917Z,60,54,4,41.400000
431,2017-10-29T07:04:26.371Z,60,94,4,72.810000
421,2019-05-16T22:30:22.001Z,58,154,4,54.580000
413,2016-09-30T18:50:30.528Z,58,25,4,45.750000
410,2017-07-02T12:56:21.145Z,57,122,4,66.560000
399,2020-04-08T13:59:25.853Z,57,24,4,74.870000
394,2018-10-20T15:49:17.571Z,57,17,4,53.290000
392,2019-10-25T00:33:50.031Z,57,15,4,25.100000
389,2018-05-23T03:41:32.176Z,56,181,4,95.930000
368,2019-04-02T14:41:29.836Z,54,90,4,82.080000
351,2016-07-31T08:17:59.684Z,50,80,4,36.610000
343,2019-11-26T16:32:22.666Z,49,97,4,74.950000
342,2018-04-21T20:31:18.326Z,49,5,4,82.750000
339,2017-09-30T16:10:20.246Z,49,199,4,76.950000
328,2018-06-19T10:41:09.671Z,48,59,4,59.470000
304,2019-04-17T11:18:12.838Z,47,27,4,85.020000
291,2019-06-17T16:21:56.373Z,45,194,4,33.590000
283,2018-10-03T09:10:25.062Z,44,39,4,76.390000
278,2017-09-14T19:35:23.076Z,42,121,4,26.960000
267,2018-10-28T12:46:48.679Z,42,17,4,53.290000
251,2018-07-25T06:15:19.179Z,40,121,4,26.960000
250,2018-05-17T18:16:42.364Z,40,37,4,53.410000
248,2018-11-09T05:47:19.047Z,40,18,4,54.600000
243,2019-10-16T10:09:52.916Z,40,117,4,36.680000
242,2017-05-03T05:44:12.070Z,40,49,4,87.620000
239,2019-11-25T10:24:01.591Z,40,138,4,75.970000
213,2017-07-31T17:23:30.923Z,37,150,4,85.700000
211,2019-11-09T01:30:22.135Z,37,178,4,78.220000
204,2019-05-03T02:44:34.940Z,36,151,4,61.080000
199,2019-05-08T08:36:37.424Z,35,186,4,65.980000
197,2019-09-30T12:06:29.945Z,35,108,4,33.400000
147,2019-05-24T15:36:17.532Z,22,71,4,55.200000
127,2019-08-27T01:20:16.006Z,20,25,4,45.750000
80,2019-04-15T14:49:30.838Z,15,85,4,36.600000
79,2018-04-25T15:55:31.477Z,15,49,4,87.620000
77,2019-09-27T21:32:36.824Z,15,86,4,61.540000
71,2017-09-01T11:51:46.788Z,12,161,4,31.730000
47,2018-07-06T00:35:40.063Z,8,104,4,70.960000
46,2018-06-14T03:09:15.751Z,8,8,4,65.890000
39,2018-05-09T03:09:25.897Z,7,142,4,46.900000
37,2017-08-30T12:40:52.641Z,7,17,4,53.290000
36,2018-07-04T00:34:31.322Z,7,145,4,40.800000
14,2017-05-25T20:50:37.137Z,3,139,4,51.190000
1862,2017-11-11T07:15:16.871Z,265,85,4,36.600000
1654,2018-05-23T17:08:35.495Z,234,129,4,98.780000
